relative_path	role	authoritative_status	scientific_stage	source_provenance	original_source_sha256	transformation	notes
figure_source_data/Figure1/figure_1d_module_trait_correlations.tsv	figure_source	AUTHORITATIVE	formal_wgcna_preservation	SRC0084	05c7df0f9b46507fa20f7856afd7a31938252b4c629fbd4c48d408f3648ed6d6	byte-identical	
figure_source_data/Figure1/README.md	documentation	DOCUMENTATION	formal_wgcna_preservation	SRC0085	9834329cd50557c07210f00d603a73731b512381a945c7e8c078d87bdd222fb0	rc2 public documentation/metadata consolidation	
figure_source_data/Figure2/figure_2a_deg_set_membership.tsv	figure_source	AUTHORITATIVE	cross_genotype_meta_analysis	SRC0086	ba7ebd1eba0fa17c6f20d3517be3e19e2901866b187319467f9174598b52c999	byte-identical	
figure_source_data/Figure2/figure_2b_cross_variety_effect_heatmap.tsv	figure_source	AUTHORITATIVE	cross_genotype_meta_analysis	SRC0087	a317022ace6326b2e47009b991382f3ece318025775c164ac97abb5c083c6e12	byte-identical	
figure_source_data/Figure2/figure_2c_meta_analysis_genes.tsv	figure_source	AUTHORITATIVE	cross_genotype_meta_analysis	SRC0088	9fa74217d76e0e590b6ce137e3e877dd5a3acb58d18dd33c0fec7499000a2e67	byte-identical	
figure_source_data/Figure2/figure_2d_module_meta_effects.tsv	figure_source	AUTHORITATIVE	cross_genotype_meta_analysis	SRC0089	061bd07d7b632a0d05959a55364e5724a30c005fee00cdf9527fde87c2f94a3d	byte-identical	
figure_source_data/Figure2/figure_2e_heterogeneity.tsv	figure_source	AUTHORITATIVE	cross_genotype_meta_analysis	SRC0090	6fb4c278c8c57182d9483bfba71744e17fc315d0dcc6a3cd3f58bba4461f57cd	byte-identical	
figure_source_data/Figure2/README.md	documentation	DOCUMENTATION	cross_genotype_meta_analysis	SRC0091	fa119e20ef6ab1488d14d3211376a55d67f9437a1b7942960cdf25643ccf2d0f	terminology status/documentation update; scientific contents unchanged	
figure_source_data/Figure3/figure_3a_bootstrap_stability_heatmap.tsv	figure_source	AUTHORITATIVE	module_robustness	SRC0092	4fdadeaa14ea4074dd6bad461bf7be30d6eaf3f3bc5fa1d582e6528e4e32bb0c	byte-identical	
figure_source_data/Figure3/figure_3b_leave_one_variety_module_matching.tsv	figure_source	AUTHORITATIVE	module_robustness	SRC0093	e249e5002e8fc18e56aefb8df79f0ba56d40f02cde35cb511fb264c263fd5372	byte-identical	
figure_source_data/Figure3/figure_3c_module_eigengene_trajectories.tsv	figure_source	AUTHORITATIVE	module_robustness	SRC0094	69a058ae2376aba6897a5eefba17ec1c94a0d99cfaf570ec9af54ed91a76d183	byte-identical	
figure_source_data/Figure3/README.md	documentation	DOCUMENTATION	module_robustness	SRC0095	7173f823991dbe1d2fa791d53353843c801ef6ff5a0ac2f2d2e38fa83ff42e2c	rc2 public documentation/metadata consolidation	
figure_source_data/Figure4/figure_4c_projected_module_score_heatmap.tsv	figure_source	AUTHORITATIVE	contextual_projection	SRC0096	12b01bb87a125fa3e5127f6b09f38754034908271619f3326250cddaacb5f513	byte-identical	
figure_source_data/Figure4/figure_4d_strongest_context_effects.tsv	figure_source	AUTHORITATIVE	contextual_projection	SRC0097	eeccb2c0b5280bd7220af1468c735fde400bb9c8f96873077e5bb015ddabfcf4	byte-identical	
figure_source_data/Figure4/module_randomset_null_full_v2.csv	figure_source	AUTHORITATIVE	final_random_set_stouffer	SRC0098	3055e5c32e71d8f619c9e50fe2255e4501754a755a69bcc79c2542a62d869c5f	byte-identical	
figure_source_data/Figure4/module_randomset_validation_v2.csv	figure_source	AUTHORITATIVE	final_random_set_stouffer	SRC0099	a6a266935bfc9470ee0883b93b70cc610db589ddac1f845f5b892c5fe5af5265	byte-identical	
figure_source_data/Figure4/README.md	documentation	DOCUMENTATION	contextual_projection	SRC0100	5cdc1995d4cb5a2044083a4f6a48c6d43c47f8b3131bc9333552474ee591d7e3	rc2 public documentation/metadata consolidation	
figure_source_data/Figure4/stouffer_leave_one_dataset_out_v2.csv	figure_source	AUTHORITATIVE	final_random_set_stouffer	SRC0101	4153f7c87cba0b054ca5e29fdf99ca11fdd51147c3cd53a0108c0079215a5fa1	byte-identical	
figure_source_data/Figure4/stouffer_meta_v2.csv	figure_source	AUTHORITATIVE	final_random_set_stouffer	SRC0102	ad3396687b67cbdcc49e0f56cb470a1ad1f8751009b2a2a8a749f183e963a1dc	byte-identical	
figure_source_data/Figure5/figure_5a_gse337039_sample_correlation.tsv	figure_source	AUTHORITATIVE	gse337039_raw_validation	SRC0103	b05ca2562bcf6095446aae2eac3af10617896a292c6109be5d8d43279e1f54b7	byte-identical	
figure_source_data/Figure5/figure_5b_gse337039_pca.tsv	figure_source	AUTHORITATIVE	gse337039_raw_validation	SRC0104	9fa54217c622c21aa1ffccf519103f113c8da20c4722c773299bd128b36ee032	byte-identical	
figure_source_data/Figure5/figure_5c_three_way_interaction_heatmap.tsv	figure_source	AUTHORITATIVE	figure_generation	SRC0105	7793ce5d820da35e498050ee97a120cc67344ac1243fc05799ff326aa7c53d92	byte-identical	
figure_source_data/Figure5/figure_5d_deg_set_membership.tsv	figure_source	AUTHORITATIVE	figure_generation	SRC0106	854b9587f94ba3a0621b0ff1761930bfdc4c46fe4961ed0dc937de3fb290d55b	byte-identical	
figure_source_data/Figure5/figure_5e_module_timecourse.tsv	figure_source	AUTHORITATIVE	figure_generation	SRC0107	a20d09b47a13f56c1a0d024a5298953ba0c0e614444849318c2d339f6d282780	byte-identical	
figure_source_data/Figure5/figure_5f_module_interaction_effects.tsv	figure_source	AUTHORITATIVE	figure_generation	SRC0108	a3ab8c6f3d8853fa1633dfad02efea75098920d27697a79e98d2ef6f60d593a5	byte-identical	
figure_source_data/Figure5/README.md	documentation	DOCUMENTATION	figure_generation	SRC0109	d292b1552ac9395e8c8885cb510f31d690b90a1b68eccafcd103424e2ab639bc	rc2 public documentation/metadata consolidation	
figure_source_data/Figure6/figure_6a_priority_alignment_ranges.tsv	figure_source	AUTHORITATIVE	dynamic_network_perturbation	SRC0110	7d58881174a7653ed1fc9bdc02cdb356b7fde07f56949f1dcbcbb0fe38b77bac	byte-identical	
figure_source_data/Figure6/figure_6b_model_concordance.tsv	figure_source	AUTHORITATIVE	dynamic_network_perturbation	SRC0111	689cdfe19b51a603b254134f100d069c50d36f189cbb6e89d8cae9d47b2e942b	byte-identical	
figure_source_data/Figure6/figure_6c_module_displacement.tsv	figure_source	AUTHORITATIVE	dynamic_network_perturbation	SRC0112	66975f7b973cfb1494f732e556efcea89519db4240c716e0bcc2b749000e6e0a	byte-identical	
figure_source_data/Figure6/figure_6d_leave_one_prediction.tsv	figure_source	AUTHORITATIVE	dynamic_network_perturbation	SRC0113	8d5d1122740caebf90fd09cd6cd47918343c89d9b12503a625af4bc30d50f88e	byte-identical	
figure_source_data/Figure6/README.md	documentation	DOCUMENTATION	dynamic_network_perturbation	SRC0114	2703dacedfe26a3d508bc2f959a14410b9de04ccc892b001e7c0214aaa208caf	rc2 public documentation/metadata consolidation	
figure_source_data/FIGURE_SOURCE_MAP.tsv	figure_source	AUTHORITATIVE	figure_generation	SRC0010	78eda70a7e9c1c356f691149fb2914bd2c06ea4d085411d92a16bfe110870620	rc2 public documentation/metadata consolidation	
figure_source_data/FigureS1/figure_S1a_go_annotation_coverage.tsv	figure_source	AUTHORITATIVE	go_mapping_enrichment	SRC0115	1a61b30a1f328474d195951a437227f25ba2c09f26dbe1bf974ac254d837f9a0	byte-identical	
figure_source_data/FigureS1/figure_S1b_go_enrichment_tests.tsv	figure_source	AUTHORITATIVE	go_mapping_enrichment	SRC0116	6eb2ce1ec46cfa5010e636b460f74f69d8b1bdf55d85e13f45fddb1b47dab760	byte-identical	
figure_source_data/FigureS1/figure_S1d_brown_module_stability.tsv	figure_source	AUTHORITATIVE	go_mapping_enrichment	SRC0117	76901cd4d91cb234707c9075e3b741a48ff19d2e53e65739f606e028dbb43be7	byte-identical	
figure_source_data/FigureS1/README.md	documentation	DOCUMENTATION	go_mapping_enrichment	SRC0118	5560b8fac7c989e26244c1052da003043ad103aac7690edfa368679863c06bca	terminology status/documentation update; scientific contents unchanged	
figure_source_data/FigureS2/figure_s2a_effect_size_distribution.tsv	figure_source	AUTHORITATIVE	dynamic_network_perturbation	SRC0119	00b0bbbed8c3a1f034cb9197ddf67ad6120012a63c579af02b304d0a0e9ec528	byte-identical	
figure_source_data/FigureS2/figure_s2b_fold_priority_alignment.tsv	figure_source	AUTHORITATIVE	dynamic_network_perturbation	SRC0120	ac543df125c76731c4a57926b3895ff794eb7865a34a2c701c01bd587c420dc1	byte-identical	
figure_source_data/FigureS2/figure_s2c_stable_scenarios.tsv	figure_source	AUTHORITATIVE	dynamic_network_perturbation	SRC0121	16fd920b9ebfb3e26c21372cd6742bb50aa6e75c3cd67c7903778fb40d812dcb	byte-identical	
figure_source_data/FigureS2/figure_s2d_evidence_gates.tsv	figure_source	AUTHORITATIVE	dynamic_network_perturbation	SRC0122	c7ed863b3b745ba29d6a7f94f526b6e1716b2422bebfb41e4e2f3003b2de9c82	byte-identical	
figure_source_data/FigureS2/README.md	documentation	DOCUMENTATION	dynamic_network_perturbation	SRC0123	a7af98bc8e0445662647dc6ef14bebf54122df7b2f88965436cc53c5fc9d0381	terminology status/documentation update; scientific contents unchanged	
figure_source_data/frozen_exports/Figure2_final_genotype_labels.png	frozen_figure_export	AUTHORITATIVE	cross_genotype_meta_analysis	FROZEN_FIGURE_FIGURE2_PNG	3938241bd1f678cc43e1c96ac031abe32b083536cfd87543e948fdb6c412ac7a	LABEL_ONLY_TERMINOLOGY_CORRECTION	RESOLVED — label-only terminology correction completed; scientific data and geometry unchanged.
figure_source_data/frozen_exports/Figure2_final_genotype_labels.svg	frozen_figure_export	AUTHORITATIVE	cross_genotype_meta_analysis	FROZEN_FIGURE_FIGURE2_SVG	16cc0604ed5d5044f927641054d3a7e0e455421ba6cb01e6be3d5ceebab77168	LABEL_ONLY_TERMINOLOGY_CORRECTION	RESOLVED — label-only terminology correction completed; scientific data and geometry unchanged.
figure_source_data/frozen_exports/README.md	documentation	DOCUMENTATION	figure_terminology_cleanup	RC2_FIGURE_TERMINOLOGY_CLEANUP	NOT_APPLICABLE	generated label-correction documentation; no scientific calculation	RESOLVED — label-only terminology correction completed; scientific data and geometry unchanged.
figure_source_data/frozen_exports/Supplementary_Figure_S1_final_genotype_labels.png	frozen_figure_export	AUTHORITATIVE	go_mapping_module_robustness	FROZEN_FIGURE_FIGURES1_PNG	db17459a1522fddf3f060886a840e873d8090d088f40a53ee82809f68824f340	LABEL_ONLY_TERMINOLOGY_CORRECTION	RESOLVED — label-only terminology correction completed; scientific data and geometry unchanged.
figure_source_data/frozen_exports/Supplementary_Figure_S1_final_genotype_labels.svg	frozen_figure_export	AUTHORITATIVE	go_mapping_module_robustness	FROZEN_FIGURE_FIGURES1_SVG	d2d1af0efc72eaf4d617ab5035735f54064034f5e43f1e58be15ee7aa871321d	LABEL_ONLY_TERMINOLOGY_CORRECTION	RESOLVED — label-only terminology correction completed; scientific data and geometry unchanged.
figure_source_data/frozen_exports/Supplementary_Figure_S2_final_genotype_labels.png	frozen_figure_export	AUTHORITATIVE	dynamic_network_perturbation	FROZEN_FIGURE_FIGURES2_PNG	0b8f5d5585a360dbfad7d3d10e39c9a53aaa2f55c373f282c742a78d3209e113	LABEL_ONLY_TERMINOLOGY_CORRECTION	RESOLVED — label-only terminology correction completed; scientific data and geometry unchanged.
figure_source_data/frozen_exports/Supplementary_Figure_S2_final_genotype_labels.svg	frozen_figure_export	AUTHORITATIVE	dynamic_network_perturbation	FROZEN_FIGURE_FIGURES2_SVG	e8d2bc25b5b5e65abcb1aabe12312417e49e8edcda1febdaaa1af1c98723cd40	LABEL_ONLY_TERMINOLOGY_CORRECTION	RESOLVED — label-only terminology correction completed; scientific data and geometry unchanged.
LICENSE	documentation	DOCUMENTATION	project_provenance	RC2_DOCUMENTATION_FROM_ACCEPTED_RC1_AND_FORENSIC_FACTS	NOT_APPLICABLE	generated documentation/index; no scientific values recalculated	
LICENSE_DECISION_REQUIRED.md	documentation	DOCUMENTATION	project_provenance	RC2_DOCUMENTATION_FROM_ACCEPTED_RC1_AND_FORENSIC_FACTS	NOT_APPLICABLE	generated documentation/index; no scientific values recalculated	
metadata/base/design/GSE124820_raw_counts_design.tsv	metadata	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0066	0e8b6912e94ea97e4033f2c6c3fb94408cc37cbb74d52f652d7510bb75685cc3	byte-identical	
metadata/base/design/GSE184114_Acclimation_design.tsv	metadata	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0067	a137848b0d859dfeddbbc7cf9a0443d19654aabccfb056816934369cceeb3ba6	byte-identical	
metadata/base/design/GSE184114_Deacclimation_design.tsv	metadata	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0068	a1206a0adaa7ddc056230fec8428e65d2c9b160787cc42579d098f0da847ff81	byte-identical	
metadata/base/design/GSE273240_tetralone_ABA_design.tsv	metadata	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0069	38e5255c5843029c7e1330c6c9835e4b5a2dbf95757bd17cf054dc1a81f11c44	byte-identical	
metadata/base/design/GSE277812_raw_counts_design.tsv	metadata	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0070	136b70789239f7dc77e976e83e200c1f38741840dd92a232e0ceef324273ac6c	byte-identical	
metadata/base/design_qc/GSE124820_raw_counts_design_qc.tsv	metadata	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0071	a2e9605b55b6413da346c3be5ab289203845ea261e5423c1fe86254a7c1ea8fa	byte-identical	
metadata/base/design_qc/GSE184114_Acclimation_design_qc.tsv	metadata	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0072	d0261250da90c24e4e1d982c8fc0416d0b8557b9c31c6de7dad920413e71a29e	byte-identical	
metadata/base/design_qc/GSE184114_Deacclimation_design_qc.tsv	metadata	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0073	bac80608d9da6ceac1878f41e7840219f563181999b76eed6cde0111836c4d51	byte-identical	
metadata/base/design_qc/GSE273240_tetralone_ABA_design_qc.tsv	metadata	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0074	281786f0b2b8910aec0caaab65f8815bc57e389300e57a3f323e1c5ea0fe20e7	byte-identical	
metadata/base/design_qc/GSE277812_raw_counts_design_qc.tsv	metadata	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0075	63d2e18e3643f5df908636239d1abb826fb4a0ea17af3fdaf7bda947f0576e79	byte-identical	
metadata/base/sample_maps/GSE124820_raw_counts_sample_map.tsv	metadata	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0076	7557f63e5ec37b986baf562b7cb94292ac6b300bfaada00d2a9555ded8ec5f75	byte-identical	
metadata/base/sample_maps/GSE184114_Acclimation_sample_map.tsv	metadata	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0077	e6540bc3441d0d606ca3edba542570dfc35a66eb0c0a5fb59f7cfd9850306bac	byte-identical	
metadata/base/sample_maps/GSE184114_Deacclimation_sample_map.tsv	metadata	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0078	6b6c432404e691b07b263029db1d471a32974021f97f78267961acd33ef7463a	byte-identical	
metadata/base/sample_maps/GSE273240_tetralone_ABA_sample_map.tsv	metadata	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0079	f326ae16f46203df05d84f88ce8b5be7bbf767b82d0a8fd82d9f927e883e60b6	byte-identical	
metadata/base/sample_maps/GSE277812_raw_counts_sample_map.tsv	metadata	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0080	841cfe8a6f5b747a008af5bb33f974cb2cf20e3c674bd335ab326e182dd32477	byte-identical	
metadata/dataset_manifest.tsv	metadata	AUTHORITATIVE	project_provenance	SRC0011	bdc67d3ca0612f0fb09e3022cc0ee8e7afd2fd85ed61dbcfb335991ad101ff03	byte-identical	
metadata/gene_id_mapping_documentation.tsv	metadata	AUTHORITATIVE	project_provenance	SRC0012	c0045098b2183417ddb7d2fcfd1b1c7657d0ce4910202f483d03a39abeebdf39	byte-identical	
metadata/gene_mapping_manifest.tsv	metadata	AUTHORITATIVE	project_provenance	RC2_DOCUMENTATION_FROM_ACCEPTED_RC1_AND_FORENSIC_FACTS	NOT_APPLICABLE	generated documentation/index; no scientific values recalculated	
metadata/sample_metadata_minimal.tsv	metadata	AUTHORITATIVE	project_provenance	SRC0013	289f2f91e0eb6ddb0c8f97448d7519f162f0a43990261de9a9e59c36e086d454	byte-identical	
metadata/validation/02_tf_id_bridge.tsv	metadata	AUTHORITATIVE	project_provenance	SRC0062	4545a1c8c7c46faee861d282bc80538eaf7bb51773cad2f34b124be7ba4a1415	byte-identical	Retained only for transcription-factor identity/family mapping. Historical motif-derived/cross-species edges are not manuscript evidence and are not used in final analysis.
metadata/validation/GSE337039_sample_manifest.tsv	metadata	AUTHORITATIVE	gse337039_raw_validation	SRC0063	b7dee8efb1564ee310a586bf10b7277a6e6b32bb39a373f779fe8be717821bea	byte-identical	
metadata/validation/list_genes_vitis_correspondencesV3_1-2.tsv	metadata	AUTHORITATIVE	project_provenance	SRC0064	535fadb48a518d3c04dfcfe54cd40a28da3d67ee9c08c303c31f73ebe453aec7	byte-identical	
metadata/validation/README.md	metadata	AUTHORITATIVE	project_provenance	RC2_DOCUMENTATION_FROM_ACCEPTED_RC1_AND_FORENSIC_FACTS	NOT_APPLICABLE	generated documentation/index; no scientific values recalculated	
metadata/validation/refseq_to_vitvi_mapping.tsv	metadata	AUTHORITATIVE	project_provenance	SRC0065	6c5ec37ce703282f4e5f4750100df69ece5bedc905cde6aec3144849dea6e880	byte-identical	
README.md	documentation	DOCUMENTATION	project_provenance	RC2_DOCUMENTATION_FROM_ACCEPTED_RC1_AND_FORENSIC_FACTS	NOT_APPLICABLE	terminology status/documentation update; scientific contents unchanged	
scripts/base_pipeline/01_deseq2_lrt_by_matrix.R	source_code	HISTORICAL_ONLY	dataset_specific_deseq2	SRC0014	999c5709681d6511437dbe841e787d59448ad7e44196a7c63e59247839a8cba5	byte-identical	
scripts/base_pipeline/01_fetch_geo_series_matrix.py	source_code	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0015	63e7c9b862ce657faf0febb5d89617285b49ad30643c5dd3d8da86a226950b8d	byte-identical	
scripts/base_pipeline/02_discover_geo_supplementary.py	source_code	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0016	03e13908f314fa70d3c2cec53e05bc4e5b6587641c5f58c497522a9fe6de0ae0	byte-identical	
scripts/base_pipeline/03_download_geo_supplementary.py	source_code	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0017	ad543d04e49b4a1c0c24a8ea5500a56404c29f7a3d6309021a8bdedb3eaa3945	byte-identical	
scripts/base_pipeline/04_prepare_count_matrices.py	source_code	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0018	e6b82736fb878ac2ea63dd3629fd7d6d25aec9507cbfa093f4ed81659ed99c07	public-copy path literals and/or pure comments only	
scripts/base_pipeline/05_count_qc.py	source_code	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0019	2a33f678b8d53573ada9f21dd407d72a14e98f1738bd63edf3b1b051d78ac368	byte-identical	
scripts/base_pipeline/06_build_design_tables.py	source_code	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0020	8dc22be5e965ff44cc6db0b99c54d43cbdf4952a063a5449d8c731060a8e5297	byte-identical	
scripts/base_pipeline/07_qc_flags_and_plots.py	source_code	AUTHORITATIVE	public_matrix_acquisition_qc	SRC0021	9728e227af053448d5b915cc145e9c63448ba14781488e67797777372d846dee	byte-identical	
scripts/base_pipeline/08_exploratory_logcpm_pca.py	source_code	HISTORICAL_ONLY	public_matrix_acquisition_qc	SRC0022	07a8fac5ad686277a92cf6ec87a7de212c7bfdd48d9873ee13b281b4aab1469a	byte-identical	
scripts/extended_pipeline/01_fetch_gse337039_runinfo.ps1	source_code	AUTHORITATIVE	gse337039_raw_validation	SRC0023	2159bfa65c4d26d32dc9aff69051dcce14de1c9e0005ab2ce69e6a6253c4ba98	byte-identical	
scripts/extended_pipeline/02_prepare_gse337039_manifest.py	source_code	AUTHORITATIVE	gse337039_raw_validation	SRC0024	658ee9287a36c71dd69a96cc0d7a8208d0e0db79252c16b2be426eca2a7f257c	byte-identical	
